index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
13053,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,-11974,-282,1,0,1,0,Sales staff,2.0,0.0,1.0
13054,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-19766,-5764,1,0,0,0,Medicine staff,2.0,-4.0,2.0
13055,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,1,0,0,0,High skill tech staff,2.0,-51.0,0.0
13056,M,N,Y,0,202500.0,Working,Higher education,Married,With parents,-9672,-2654,1,0,1,1,,2.0,-11.0,2.0
13057,M,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-14778,-2530,1,0,0,0,,2.0,-3.0,1.0
13058,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,365243,1,0,0,0,,2.0,-22.0,2.0
13059,F,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-13100,-2013,1,0,0,1,,2.0,-6.0,2.0
13060,M,Y,N,0,180000.0,Working,Higher education,Married,House / apartment,-9667,-1016,1,0,1,0,Laborers,2.0,-6.0,1.0
13061,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22720,-860,1,0,1,1,Low-skill Laborers,2.0,-44.0,2.0
13062,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21377,365243,1,0,0,1,,2.0,-17.0,0.0
13063,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-17483,-1203,1,0,0,0,Core staff,2.0,-7.0,2.0
13064,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21369,365243,1,0,1,0,,2.0,-38.0,2.0
13065,M,Y,Y,0,63000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24000,365243,1,0,0,0,,2.0,-7.0,1.0
13066,F,N,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,-11957,-2182,1,0,0,0,Managers,2.0,-59.0,2.0
13067,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,-33.0,2.0
13068,F,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,With parents,-11978,-2780,1,0,1,0,Sales staff,2.0,-46.0,2.0
13069,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20822,-12827,1,1,0,0,,2.0,-46.0,1.0
13070,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19185,-1901,1,0,1,0,Accountants,2.0,-37.0,1.0
13071,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12301,-140,1,0,1,0,,3.0,-10.0,2.0
13072,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21186,365243,1,0,0,0,,2.0,-24.0,2.0
13073,M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,-15085,-354,1,0,0,0,Managers,3.0,-41.0,2.0
13074,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16965,-928,1,0,0,0,Accountants,2.0,-37.0,2.0
13075,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21284,365243,1,0,0,1,,2.0,-38.0,2.0
13076,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20283,-3447,1,0,0,0,Drivers,1.0,-16.0,1.0
13077,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16940,-1966,1,0,0,0,Cleaning staff,1.0,-8.0,2.0
13078,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,-5.0,0.0
13079,F,Y,Y,0,206100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20296,365243,1,0,1,0,,2.0,-31.0,2.0
13080,F,N,Y,1,405000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16920,365243,1,0,0,0,,3.0,-7.0,2.0
13081,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13299,-1628,1,0,0,0,Laborers,2.0,-3.0,0.0
13082,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-22041,-1524,1,1,1,0,Accountants,2.0,-56.0,2.0
13083,F,Y,Y,2,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11542,-1169,1,0,0,1,Sales staff,4.0,-1.0,1.0
13084,F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-16314,-1040,1,1,0,0,High skill tech staff,2.0,-56.0,0.0
13085,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16989,-3444,1,0,0,0,,2.0,-5.0,2.0
13086,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14521,-4351,1,0,1,0,Laborers,2.0,-42.0,2.0
13087,F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1.0,-4.0,2.0
13088,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-14098,-2257,1,0,0,0,Core staff,2.0,-12.0,1.0
13089,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-20831,-1142,1,0,0,1,Cleaning staff,2.0,-7.0,0.0
13090,M,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22527,365243,1,0,0,0,,2.0,-1.0,1.0
13091,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-14462,-1871,1,0,1,1,,2.0,-4.0,2.0
13092,M,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-12245,-3271,1,1,0,0,,2.0,-32.0,2.0
13093,M,N,N,0,121500.0,Working,Higher education,Married,House / apartment,-9740,-3030,1,0,0,0,,2.0,-26.0,2.0
13094,F,N,N,2,180000.0,State servant,Higher education,Married,House / apartment,-11075,-2808,1,1,0,0,Core staff,4.0,-46.0,1.0
13095,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19464,365243,1,0,0,0,,1.0,-2.0,1.0
13096,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10564,-897,1,1,1,0,Core staff,2.0,-7.0,2.0
13097,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11639,-3333,1,1,0,0,Waiters/barmen staff,2.0,-14.0,2.0
13098,F,Y,Y,1,315000.0,Working,Incomplete higher,Single / not married,House / apartment,-11725,-2044,1,0,0,0,Core staff,2.0,-19.0,0.0
13099,F,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12974,-2379,1,0,0,0,Laborers,4.0,-31.0,2.0
13100,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266,-1652,1,1,1,0,Managers,2.0,-15.0,2.0
13101,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21700,365243,1,0,0,0,,2.0,-25.0,2.0
13102,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18491,-473,1,1,0,0,Laborers,2.0,-37.0,1.0
13103,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19690,-12423,1,0,1,1,Medicine staff,1.0,-19.0,2.0
13104,M,N,N,0,360000.0,Working,Secondary / secondary special,Married,Rented apartment,-13958,-969,1,0,1,0,Drivers,2.0,-33.0,2.0
13105,F,N,N,3,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10980,-2893,1,0,0,0,Core staff,5.0,-53.0,1.0
13106,M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16459,-704,1,1,0,0,Low-skill Laborers,2.0,-49.0,1.0
13107,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18090,-9194,1,0,0,0,Medicine staff,2.0,-52.0,2.0
13108,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18524,-1707,1,0,0,0,,2.0,-19.0,1.0
13109,F,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14279,-2939,1,0,0,0,Sales staff,1.0,-28.0,1.0
13110,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21512,365243,1,0,0,0,,2.0,-43.0,2.0
13111,F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,-9154,-187,1,0,0,1,Laborers,2.0,-3.0,1.0
13112,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11495,-581,1,0,0,0,Security staff,1.0,-27.0,2.0
13113,F,Y,N,0,157500.0,Working,Incomplete higher,Single / not married,With parents,-16271,-96,1,0,0,0,,1.0,-20.0,2.0
13114,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23120,365243,1,0,0,0,,2.0,-20.0,2.0
13115,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18666,365243,1,0,1,0,,2.0,-7.0,2.0
13116,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-19852,-200,1,0,1,0,Sales staff,2.0,-12.0,2.0
13117,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22290,365243,1,0,0,0,,2.0,-10.0,2.0
13118,M,N,N,0,144000.0,Commercial associate,Incomplete higher,Single / not married,Rented apartment,-10337,-795,1,1,0,0,Security staff,1.0,-60.0,1.0
13119,F,N,Y,1,315000.0,Working,Secondary / secondary special,Married,House / apartment,-16359,-4342,1,0,1,0,Core staff,3.0,-9.0,1.0
13120,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16691,-1291,1,0,0,0,High skill tech staff,3.0,-31.0,2.0
13121,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,-11206,-716,1,0,1,0,Cooking staff,3.0,-33.0,2.0
13122,F,N,Y,2,225000.0,Working,Higher education,Married,Co-op apartment,-15377,-341,1,0,0,0,Laborers,4.0,-51.0,1.0
13123,F,N,Y,1,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14840,-1539,1,0,0,0,Sales staff,3.0,-26.0,2.0
13124,F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870,-3458,1,1,1,0,Sales staff,2.0,-37.0,2.0
13125,F,N,Y,2,112500.0,Working,Higher education,Civil marriage,House / apartment,-10881,-122,1,0,0,0,Sales staff,4.0,-43.0,2.0
13126,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12099,-2207,1,0,0,1,,5.0,-30.0,2.0
13127,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,1.0,-43.0,2.0
13128,F,Y,Y,3,54000.0,Working,Secondary / secondary special,Married,House / apartment,-12475,-2057,1,0,0,0,Laborers,5.0,-1.0,0.0
13129,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-21620,-158,1,0,0,0,Laborers,2.0,-14.0,0.0
13130,F,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20233,-6218,1,1,1,0,,2.0,-17.0,2.0
13131,M,N,Y,3,157500.0,Working,Higher education,Married,House / apartment,-14238,-3918,1,0,0,0,Laborers,5.0,-26.0,2.0
13132,F,N,Y,0,630000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21982,365243,1,0,1,0,,1.0,-56.0,2.0
13133,M,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13527,-1153,1,0,0,0,High skill tech staff,2.0,-18.0,1.0
13134,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-11111,-1996,1,0,0,0,Laborers,2.0,-20.0,2.0
13135,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,-13156,-1917,1,0,0,0,Laborers,2.0,-17.0,1.0
13136,F,Y,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2.0,-52.0,2.0
13137,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,2.0,-45.0,2.0
13138,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17594,-491,1,0,0,0,Drivers,2.0,-5.0,1.0
13139,F,Y,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20612,365243,1,0,0,0,,2.0,-42.0,2.0
13140,F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15607,-2437,1,0,0,0,Sales staff,2.0,-53.0,2.0
13141,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18731,-4397,1,0,0,0,Laborers,2.0,-38.0,2.0
13142,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21185,-2381,1,0,0,0,Accountants,1.0,0.0,1.0
13143,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,3.0,-11.0,1.0
13144,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Separated,House / apartment,-21222,-3154,1,0,0,0,Drivers,1.0,-9.0,1.0
13145,M,Y,Y,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15960,-3574,1,0,0,0,High skill tech staff,1.0,-5.0,0.0
13146,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-14474,-2259,1,0,0,1,Core staff,3.0,-13.0,0.0
13147,F,N,Y,0,261000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8477,-947,1,0,1,1,Laborers,1.0,-20.0,2.0
13148,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-15888,-500,1,1,1,0,Laborers,1.0,-7.0,1.0
13149,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15171,-1508,1,0,0,0,Drivers,3.0,-32.0,2.0
13150,M,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,-15237,365243,1,0,0,0,,2.0,-7.0,0.0
13151,F,Y,N,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-23224,-3382,1,1,1,0,Core staff,1.0,-13.0,2.0
13152,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-14537,-3914,1,0,0,0,Drivers,2.0,-5.0,2.0
13153,F,N,N,1,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,-16150,-5148,1,0,0,0,Medicine staff,2.0,-50.0,2.0
13154,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16819,-4404,1,0,0,0,Drivers,3.0,-9.0,2.0
13155,F,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13354,-2727,1,0,0,0,Laborers,1.0,-35.0,1.0
13156,F,Y,N,1,135000.0,Working,Higher education,Married,Municipal apartment,-12523,-2482,1,0,0,0,Managers,3.0,-46.0,2.0
13157,F,N,Y,0,405000.0,Working,Higher education,Married,House / apartment,-17465,-7627,1,0,0,0,,2.0,-6.0,0.0
13158,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20986,-1262,1,0,1,0,Laborers,2.0,-15.0,1.0
13159,F,N,N,1,202500.0,Working,Higher education,Married,House / apartment,-16391,-2014,1,1,0,0,,3.0,-24.0,2.0
13160,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20822,-12827,1,1,0,0,,2.0,-2.0,1.0
13161,M,Y,N,0,135000.0,Working,Lower secondary,Married,Co-op apartment,-13241,-436,1,1,1,0,Laborers,2.0,-39.0,2.0
13162,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-15097,-5027,1,0,0,0,,2.0,-8.0,2.0
13163,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,-13767,-1882,1,0,0,0,Sales staff,3.0,-48.0,1.0
13164,M,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9066,-2407,1,0,0,0,Cooking staff,3.0,-33.0,2.0
13165,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16300,-9698,1,0,0,1,Managers,2.0,-57.0,2.0
13166,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-15394,-2959,1,0,1,0,Core staff,2.0,-30.0,2.0
13167,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-13455,-2177,1,0,0,1,High skill tech staff,4.0,-39.0,2.0
13168,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-9301,-1751,1,0,0,0,,2.0,-28.0,0.0
13169,M,Y,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11511,-3611,1,0,0,0,High skill tech staff,3.0,-33.0,1.0
13170,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,-19.0,1.0
13171,F,N,N,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15100,-3500,1,0,0,0,Cooking staff,3.0,-12.0,1.0
13172,F,N,Y,1,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-15675,-305,1,0,0,0,Sales staff,2.0,-17.0,2.0
13173,F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-12732,-4520,1,0,0,0,Core staff,3.0,-11.0,2.0
13174,M,Y,Y,0,222750.0,Working,Higher education,Married,House / apartment,-16944,-1324,1,0,0,0,Drivers,2.0,-54.0,1.0
13175,M,N,Y,0,99000.0,Working,Secondary / secondary special,Separated,House / apartment,-17952,-4086,1,0,0,0,,1.0,-16.0,2.0
13176,F,N,N,0,189000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16395,-523,1,0,0,0,Managers,2.0,-35.0,0.0
13177,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-12348,-1220,1,0,0,0,Managers,4.0,-50.0,2.0
13178,M,N,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-19631,365243,1,0,0,0,,2.0,-3.0,1.0
13179,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20843,365243,1,0,1,0,,2.0,-36.0,2.0
13180,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14000,-2387,1,0,0,0,Sales staff,2.0,-40.0,2.0
13181,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18744,-3141,1,0,1,0,Laborers,2.0,-21.0,2.0
13182,M,N,N,0,234000.0,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2.0,-20.0,0.0
13183,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-15738,-4766,1,1,1,0,Private service staff,2.0,-13.0,2.0
13184,M,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-15013,-3846,1,0,0,0,Laborers,3.0,-38.0,2.0
13185,F,N,Y,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17068,-8325,1,0,0,0,Laborers,2.0,-21.0,2.0
13186,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21740,365243,1,0,0,0,,2.0,-2.0,0.0
13187,M,N,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21729,-4249,1,1,1,1,Laborers,2.0,-8.0,0.0
13188,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11378,-867,1,0,1,0,Drivers,3.0,-12.0,2.0
13189,M,N,N,1,189000.0,Working,Secondary / secondary special,Married,House / apartment,-11700,-404,1,0,0,0,Managers,3.0,-19.0,2.0
13190,F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-15001,-249,1,0,0,0,Managers,3.0,-9.0,0.0
13191,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11938,-2162,1,0,0,0,Accountants,3.0,-30.0,0.0
13192,M,Y,Y,2,81000.0,Working,Higher education,Single / not married,House / apartment,-11882,-181,1,0,0,0,Low-skill Laborers,3.0,-39.0,2.0
13193,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,-12018,-408,1,0,0,0,Laborers,2.0,-51.0,0.0
13194,F,N,Y,0,157500.0,Pensioner,Higher education,Separated,House / apartment,-22640,365243,1,0,0,0,,1.0,-12.0,1.0
13195,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,-10581,-1692,1,1,0,0,,3.0,-52.0,2.0
13196,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16372,-3900,1,0,1,0,Laborers,2.0,-54.0,2.0
13197,F,N,Y,0,103500.0,Commercial associate,Higher education,Married,House / apartment,-18826,-837,1,0,0,0,Cleaning staff,2.0,-14.0,1.0
13198,F,N,Y,0,225000.0,Working,Incomplete higher,Single / not married,House / apartment,-14030,-2075,1,0,0,0,,1.0,-53.0,2.0
13199,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13211,-777,1,1,1,0,Core staff,2.0,-16.0,2.0
13200,F,N,N,0,90000.0,State servant,Secondary / secondary special,Married,Rented apartment,-17213,-1143,1,0,0,0,Core staff,2.0,-6.0,0.0
13201,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-19982,-1724,1,0,1,0,,2.0,-5.0,1.0
13202,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-9810,-2993,1,1,0,0,,2.0,-40.0,1.0
13203,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3.0,-15.0,1.0
13204,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12022,-1674,1,0,0,1,Laborers,2.0,-56.0,2.0
13205,F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,-20538,-5525,1,1,0,0,Sales staff,1.0,-41.0,2.0
